contact_age|Freq|work|school|community|household|pt_sum|ref_age|ref_id
30|500|0|0|0|2|2|15|43
15|500|0|0|0|1|1|15|44
30|500|0|0|0|2|2|15|44
15|500|0|0|0|1|1|15|45
30|500|0|0|0|2|2|15|45
15|500|0|0|0|1|1|15|46
30|500|0|0|0|2|2|15|46
15|500|0|0|0|1|1|15|47
30|500|0|0|0|2|2|15|47
15|500|0|0|0|1|1|15|48
30|500|0|0|0|2|2|15|48
15|500|0|0|0|1|1|15|49
30|500|0|0|0|2|2|15|49
15|500|0|0|0|1|1|15|50
30|500|0|0|0|2|2|15|50
15|500|0|0|0|1|1|15|51
30|500|0|0|0|2|2|15|51
15|500|0|0|0|1|1|15|52
30|500|0|0|0|2|2|15|52
15|500|0|0|0|1|1|15|53
30|500|0|0|0|2|2|15|53
15|500|0|0|0|1|1|15|54
30|500|0|0|0|2|2|15|54
15|500|0|0|0|1|1|15|55
30|500|0|0|0|2|2|15|55
15|500|0|0|0|1|1|15|56
30|500|0|0|0|2|2|15|56
15|500|0|0|0|1|1|15|57
30|500|0|0|0|2|2|15|57
15|500|0|0|0|1|1|15|58
30|500|0|0|0|2|2|15|58
15|500|0|0|0|1|1|15|59
30|500|0|0|0|2|2|15|59
15|500|0|0|0|1|1|15|60
30|500|0|0|0|2|2|15|60
15|500|0|0|0|1|1|15|61
30|500|0|0|0|2|2|15|61
15|500|0|0|0|1|1|15|62
30|500|0|0|0|2|2|15|62
15|500|0|0|0|1|1|15|63
30|500|0|0|0|2|2|15|63
15|500|0|0|0|1|1|15|64
30|500|0|0|0|2|2|15|64
15|500|0|0|0|1|1|15|65
30|500|0|0|0|2|2|15|65
15|500|0|0|0|1|1|15|66
30|500|0|0|0|2|2|15|66
15|500|0|0|0|1|1|15|67
30|500|0|0|0|2|2|15|67
15|500|0|0|0|1|1|15|68
30|500|0|0|0|2|2|15|68
15|500|0|0|0|1|1|15|69
30|500|0|0|0|2|2|15|69
15|500|0|0|0|1|1|15|70
30|500|0|0|0|2|2|15|70
15|500|0|0|0|1|1|15|71
30|500|0|0|0|2|2|15|71
15|500|0|0|0|1|1|15|72
30|500|0|0|0|2|2|15|72
15|500|0|0|0|1|1|15|73
30|500|0|0|0|2|2|15|73
15|500|0|0|0|1|1|15|74
30|500|0|0|0|2|2|15|74
15|500|0|0|0|1|1|15|75
30|500|0|0|0|2|2|15|75
15|500|0|0|0|1|1|15|76
30|500|0|0|0|2|2|15|76
15|500|0|0|0|1|1|15|77
30|500|0|0|0|2|2|15|77
15|500|0|0|0|1|1|15|78
30|500|0|0|0|2|2|15|78
15|500|0|0|0|1|1|15|79
30|500|0|0|0|2|2|15|79
15|500|0|0|0|1|1|15|80
30|500|0|0|0|2|2|15|80
15|500|0|0|0|1|1|15|81
30|500|0|0|0|2|2|15|81
15|500|0|0|0|1|1|15|82
30|500|0|0|0|2|2|15|82
15|500|0|0|0|1|1|15|83
30|500|0|0|0|2|2|15|83
15|500|0|0|0|1|1|15|84
30|500|0|0|0|2|2|15|84
15|500|0|0|0|1|1|15|85
30|500|0|0|0|2|2|15|85
15|500|0|0|0|1|1|15|86
30|500|0|0|0|2|2|15|86
15|500|0|0|0|1|1|15|87
30|500|0|0|0|2|2|15|87
15|500|0|0|0|1|1|15|88
30|500|0|0|0|2|2|15|88
15|500|0|0|0|1|1|15|89
30|500|0|0|0|2|2|15|89
15|500|0|0|0|1|1|15|90
30|500|0|0|0|2|2|15|90
15|500|0|0|0|1|1|15|91
30|500|0|0|0|2|2|15|91
15|500|0|0|0|1|1|15|92
30|500|0|0|0|2|2|15|92
15|500|0|0|0|1|1|15|93
30|500|0|0|0|2|2|15|93
15|500|0|0|0|1|1|15|94
30|500|0|0|0|2|2|15|94
15|500|0|0|0|1|1|15|95
30|500|0|0|0|2|2|15|95
15|500|0|0|0|1|1|15|96
30|500|0|0|0|2|2|15|96
15|500|0|0|0|1|1|15|97
30|500|0|0|0|2|2|15|97
15|500|0|0|0|1|1|15|98
30|500|0|0|0|2|2|15|98
15|500|0|0|0|1|1|15|99
30|500|0|0|0|2|2|15|99
15|500|0|0|0|1|1|15|100
30|500|0|0|0|2|2|15|100
15|500|0|0|0|1|1|15|101
30|500|0|0|0|2|2|15|101
15|500|0|0|0|1|1|15|102
30|500|0|0|0|2|2|15|102
15|500|0|0|0|1|1|15|103
30|500|0|0|0|2|2|15|103
15|500|0|0|0|1|1|15|104
30|500|0|0|0|2|2|15|104
15|500|0|0|0|1|1|15|105
30|500|0|0|0|2|2|15|105
15|500|0|0|0|1|1|15|106
30|500|0|0|0|2|2|15|106
15|500|0|0|0|1|1|15|107
30|500|0|0|0|2|2|15|107
15|500|0|0|0|1|1|15|108
30|500|0|0|0|2|2|15|108
15|500|0|0|0|1|1|15|109
30|500|0|0|0|2|2|15|109
15|500|0|0|0|1|1|15|110
30|500|0|0|0|2|2|15|110
15|500|0|0|0|1|1|15|111
30|500|0|0|0|2|2|15|111
15|500|0|0|0|1|1|15|112
30|500|0|0|0|2|2|15|112
15|500|0|0|0|1|1|15|113
30|500|0|0|0|2|2|15|113
15|500|0|0|0|1|1|15|114
30|500|0|0|0|2|2|15|114
15|500|0|0|0|1|1|15|115
30|500|0|0|0|2|2|15|115
15|500|0|0|0|1|1|15|116
30|500|0|0|0|2|2|15|116
15|500|0|0|0|1|1|15|117
30|500|0|0|0|2|2|15|117
15|500|0|0|0|1|1|15|118
30|500|0|0|0|2|2|15|118
15|500|0|0|0|1|1|15|119
30|500|0|0|0|2|2|15|119
15|500|0|0|0|1|1|15|120
30|500|0|0|0|2|2|15|120
15|500|0|0|0|1|1|15|121
30|500|0|0|0|2|2|15|121
15|500|0|0|0|1|1|15|122
30|500|0|0|0|2|2|15|122
15|500|0|0|0|1|1|15|123
30|500|0|0|0|2|2|15|123
15|500|0|0|0|1|1|15|124
30|500|0|0|0|2|2|15|124
15|500|0|0|0|1|1|15|125
30|500|0|0|0|2|2|15|125
15|500|0|0|0|1|1|15|126
30|500|0|0|0|2|2|15|126
15|500|0|0|0|1|1|15|127
30|500|0|0|0|2|2|15|127
15|500|0|0|0|1|1|15|128
30|500|0|0|0|2|2|15|128
15|500|0|0|0|1|1|15|129
30|500|0|0|0|2|2|15|129
15|500|0|0|0|1|1|15|130
30|500|0|0|0|2|2|15|130
15|500|0|0|0|1|1|15|131
30|500|0|0|0|2|2|15|131
15|500|0|0|0|1|1|15|132
30|500|0|0|0|2|2|15|132
15|500|0|0|0|1|1|15|133
30|500|0|0|0|2|2|15|133
15|500|0|0|0|1|1|15|134
30|500|0|0|0|2|2|15|134
15|500|0|0|0|1|1|15|135
30|500|0|0|0|2|2|15|135
15|500|0|0|0|1|1|15|136
30|500|0|0|0|2|2|15|136
15|500|0|0|0|1|1|15|137
30|500|0|0|0|2|2|15|137
15|500|0|0|0|1|1|15|138
30|500|0|0|0|2|2|15|138
15|500|0|0|0|1|1|15|139
30|500|0|0|0|2|2|15|139
15|500|0|0|0|1|1|15|140
30|500|0|0|0|2|2|15|140
15|500|0|0|0|1|1|15|141
30|500|0|0|0|2|2|15|141
15|500|0|0|0|1|1|15|142
30|500|0|0|0|2|2|15|142
15|500|0|0|0|1|1|15|143
30|500|0|0|0|2|2|15|143
15|500|0|0|0|1|1|15|144
30|500|0|0|0|2|2|15|144
15|500|0|0|0|1|1|15|145
30|500|0|0|0|2|2|15|145
15|500|0|0|0|1|1|15|146
30|500|0|0|0|2|2|15|146
15|500|0|0|0|1|1|15|147
30|500|0|0|0|2|2|15|147
15|500|0|0|0|1|1|15|148
30|500|0|0|0|2|2|15|148
15|500|0|0|0|1|1|15|149
30|500|0|0|0|2|2|15|149
15|500|0|0|0|1|1|15|150
30|500|0|0|0|2|2|15|150
15|500|0|0|0|1|1|15|151
30|500|0|0|0|2|2|15|151
15|500|0|0|0|1|1|15|152
30|500|0|0|0|2|2|15|152
15|500|0|0|0|1|1|15|153
30|500|0|0|0|2|2|15|153
15|500|0|0|0|1|1|15|154
30|500|0|0|0|2|2|15|154
15|500|0|0|0|1|1|15|155
30|500|0|0|0|2|2|15|155
15|500|0|0|0|1|1|15|156
30|500|0|0|0|2|2|15|156
15|500|0|0|0|1|1|15|157
30|500|0|0|0|2|2|15|157
15|500|0|0|0|1|1|15|158
30|500|0|0|0|2|2|15|158
15|500|0|0|0|1|1|15|159
30|500|0|0|0|2|2|15|159
15|500|0|0|0|1|1|15|160
30|500|0|0|0|2|2|15|160
15|500|0|0|0|1|1|15|161
30|500|0|0|0|2|2|15|161
15|500|0|0|0|1|1|15|162
30|500|0|0|0|2|2|15|162
15|500|0|0|0|1|1|15|163
30|500|0|0|0|2|2|15|163
15|500|0|0|0|1|1|15|164
30|500|0|0|0|2|2|15|164
15|500|0|0|0|1|1|15|165
30|500|0|0|0|2|2|15|165
15|500|0|0|0|1|1|15|166
30|500|0|0|0|2|2|15|166
15|500|0|0|0|1|1|15|167
30|500|0|0|0|2|2|15|167
15|500|0|0|0|1|1|15|168
30|500|0|0|0|2|2|15|168
15|500|0|0|0|1|1|15|169
30|500|0|0|0|2|2|15|169
15|500|0|0|0|1|1|15|170
30|500|0|0|0|2|2|15|170
15|500|0|0|0|1|1|15|171
30|500|0|0|0|2|2|15|171
15|500|0|0|0|1|1|15|172
30|500|0|0|0|2|2|15|172
15|500|0|0|0|1|1|15|173
30|500|0|0|0|2|2|15|173
15|500|0|0|0|1|1|15|174
30|500|0|0|0|2|2|15|174
15|500|0|0|0|1|1|15|175
30|500|0|0|0|2|2|15|175
15|500|0|0|0|1|1|15|176
30|500|0|0|0|2|2|15|176
15|500|0|0|0|1|1|15|177
30|500|0|0|0|2|2|15|177
15|500|0|0|0|1|1|15|178
30|500|0|0|0|2|2|15|178
15|500|0|0|0|1|1|15|179
30|500|0|0|0|2|2|15|179
15|500|0|0|0|1|1|15|180
30|500|0|0|0|2|2|15|180
15|500|0|0|0|1|1|15|181
30|500|0|0|0|2|2|15|181
15|500|0|0|0|1|1|15|182
30|500|0|0|0|2|2|15|182
15|500|0|0|0|1|1|15|183
30|500|0|0|0|2|2|15|183
15|500|0|0|0|1|1|15|184
30|500|0|0|0|2|2|15|184
15|500|0|0|0|1|1|15|185
30|500|0|0|0|2|2|15|185
15|500|0|0|0|1|1|15|186
30|500|0|0|0|2|2|15|186
15|500|0|0|0|1|1|15|187
30|500|0|0|0|2|2|15|187
15|500|0|0|0|1|1|15|188
30|500|0|0|0|2|2|15|188
15|500|0|0|0|1|1|15|189
30|500|0|0|0|2|2|15|189
15|500|0|0|0|1|1|15|190
30|500|0|0|0|2|2|15|190
15|500|0|0|0|1|1|15|191
30|500|0|0|0|2|2|15|191
15|500|0|0|0|1|1|15|192
30|500|0|0|0|2|2|15|192
15|500|0|0|0|1|1|15|193
30|500|0|0|0|2|2|15|193
15|500|0|0|0|1|1|15|194
30|500|0|0|0|2|2|15|194
15|500|0|0|0|1|1|15|195
30|500|0|0|0|2|2|15|195
15|500|0|0|0|1|1|15|196
30|500|0|0|0|2|2|15|196
15|500|0|0|0|1|1|15|197
30|500|0|0|0|2|2|15|197
15|500|0|0|0|1|1|15|198
30|500|0|0|0|2|2|15|198
15|500|0|0|0|1|1|15|199
30|500|0|0|0|2|2|15|199
15|500|0|0|0|1|1|15|200
30|500|0|0|0|2|2|15|200
15|500|0|0|0|1|1|15|201
30|500|0|0|0|2|2|15|201
15|500|0|0|0|1|1|15|202
30|500|0|0|0|2|2|15|202
15|500|0|0|0|1|1|15|203
30|500|0|0|0|2|2|15|203
15|500|0|0|0|1|1|15|204
30|500|0|0|0|2|2|15|204
15|500|0|0|0|1|1|15|205
30|500|0|0|0|2|2|15|205
15|500|0|0|0|1|1|15|206
30|500|0|0|0|2|2|15|206
15|500|0|0|0|1|1|15|207
30|500|0|0|0|2|2|15|207
15|500|0|0|0|1|1|15|208
30|500|0|0|0|2|2|15|208
15|500|0|0|0|1|1|15|209
30|500|0|0|0|2|2|15|209
15|500|0|0|0|1|1|15|210
30|500|0|0|0|2|2|15|210
15|500|0|0|0|1|1|15|211
30|500|0|0|0|2|2|15|211
15|500|0|0|0|1|1|15|212
30|500|0|0|0|2|2|15|212
15|500|0|0|0|1|1|15|213
30|500|0|0|0|2|2|15|213
15|500|0|0|0|1|1|15|214
30|500|0|0|0|2|2|15|214
15|500|0|0|0|1|1|15|215
30|500|0|0|0|2|2|15|215
15|500|0|0|0|1|1|15|216
30|500|0|0|0|2|2|15|216
15|500|0|0|0|1|1|15|217
30|500|0|0|0|2|2|15|217
15|500|0|0|0|1|1|15|218
30|500|0|0|0|2|2|15|218
15|500|0|0|0|1|1|15|219
30|500|0|0|0|2|2|15|219
15|500|0|0|0|1|1|15|220
30|500|0|0|0|2|2|15|220
15|500|0|0|0|1|1|15|221
30|500|0|0|0|2|2|15|221
15|500|0|0|0|1|1|15|222
30|500|0|0|0|2|2|15|222
15|500|0|0|0|1|1|15|223
30|500|0|0|0|2|2|15|223
15|500|0|0|0|1|1|15|224
30|500|0|0|0|2|2|15|224
15|500|0|0|0|1|1|15|225
30|500|0|0|0|2|2|15|225
15|500|0|0|0|1|1|15|226
30|500|0|0|0|2|2|15|226
15|500|0|0|0|1|1|15|227
30|500|0|0|0|2|2|15|227
15|500|0|0|0|1|1|15|228
30|500|0|0|0|2|2|15|228
15|500|0|0|0|1|1|15|229
30|500|0|0|0|2|2|15|229
15|500|0|0|0|1|1|15|230
30|500|0|0|0|2|2|15|230
15|500|0|0|0|1|1|15|231
30|500|0|0|0|2|2|15|231
15|500|0|0|0|1|1|15|232
30|500|0|0|0|2|2|15|232
15|500|0|0|0|1|1|15|233
30|500|0|0|0|2|2|15|233
15|500|0|0|0|1|1|15|234
30|500|0|0|0|2|2|15|234
15|500|0|0|0|1|1|15|235
30|500|0|0|0|2|2|15|235
15|500|0|0|0|1|1|15|236
30|500|0|0|0|2|2|15|236
15|500|0|0|0|1|1|15|237
30|500|0|0|0|2|2|15|237
15|500|0|0|0|1|1|15|238
30|500|0|0|0|2|2|15|238
15|500|0|0|0|1|1|15|239
30|500|0|0|0|2|2|15|239
15|500|0|0|0|1|1|15|240
30|500|0|0|0|2|2|15|240
15|500|0|0|0|1|1|15|241
30|500|0|0|0|2|2|15|241
15|500|0|0|0|1|1|15|242
30|500|0|0|0|2|2|15|242
15|500|0|0|0|1|1|15|243
30|500|0|0|0|2|2|15|243
15|500|0|0|0|1|1|15|244
30|500|0|0|0|2|2|15|244
15|500|0|0|0|1|1|15|245
30|500|0|0|0|2|2|15|245
15|500|0|0|0|1|1|15|246
30|500|0|0|0|2|2|15|246
15|500|0|0|0|1|1|15|247
30|500|0|0|0|2|2|15|247
15|500|0|0|0|1|1|15|248
30|500|0|0|0|2|2|15|248
15|500|0|0|0|1|1|15|249
30|500|0|0|0|2|2|15|249
15|500|0|0|0|1|1|15|250
30|500|0|0|0|2|2|15|250
15|500|0|0|0|1|1|15|251
30|500|0|0|0|2|2|15|251
15|500|0|0|0|1|1|15|252
30|500|0|0|0|2|2|15|252
15|500|0|0|0|1|1|15|253
30|500|0|0|0|2|2|15|253
15|500|0|0|0|1|1|15|254
30|500|0|0|0|2|2|15|254
15|500|0|0|0|1|1|15|255
30|500|0|0|0|2|2|15|255
15|500|0|0|0|1|1|15|256
30|500|0|0|0|2|2|15|256
15|500|0|0|0|1|1|15|257
30|500|0|0|0|2|2|15|257
15|500|0|0|0|1|1|15|258
30|500|0|0|0|2|2|15|258
15|500|0|0|0|1|1|15|259
30|500|0|0|0|2|2|15|259
15|500|0|0|0|1|1|15|260
30|500|0|0|0|2|2|15|260
15|500|0|0|0|1|1|15|261
30|500|0|0|0|2|2|15|261
15|500|0|0|0|1|1|15|262
30|500|0|0|0|2|2|15|262
15|500|0|0|0|1|1|15|263
30|500|0|0|0|2|2|15|263
15|500|0|0|0|1|1|15|264
30|500|0|0|0|2|2|15|264
15|500|0|0|0|1|1|15|265
30|500|0|0|0|2|2|15|265
15|500|0|0|0|1|1|15|266
30|500|0|0|0|2|2|15|266
15|500|0|0|0|1|1|15|267
30|500|0|0|0|2|2|15|267
15|500|0|0|0|1|1|15|268
30|500|0|0|0|2|2|15|268
15|500|0|0|0|1|1|15|269
30|500|0|0|0|2|2|15|269
15|500|0|0|0|1|1|15|270
30|500|0|0|0|2|2|15|270
15|500|0|0|0|1|1|15|271
30|500|0|0|0|2|2|15|271
15|500|0|0|0|1|1|15|272
30|500|0|0|0|2|2|15|272
15|500|0|0|0|1|1|15|273
30|500|0|0|0|2|2|15|273
15|500|0|0|0|1|1|15|274
30|500|0|0|0|2|2|15|274
15|500|0|0|0|1|1|15|275
30|500|0|0|0|2|2|15|275
15|500|0|0|0|1|1|15|276
30|500|0|0|0|2|2|15|276
15|500|0|0|0|1|1|15|277
30|500|0|0|0|2|2|15|277
15|500|0|0|0|1|1|15|278
30|500|0|0|0|2|2|15|278
15|500|0|0|0|1|1|15|279
30|500|0|0|0|2|2|15|279
15|500|0|0|0|1|1|15|280
30|500|0|0|0|2|2|15|280
15|500|0|0|0|1|1|15|281
30|500|0|0|0|2|2|15|281
15|500|0|0|0|1|1|15|282
30|500|0|0|0|2|2|15|282
15|500|0|0|0|1|1|15|283
30|500|0|0|0|2|2|15|283
15|500|0|0|0|1|1|15|284
30|500|0|0|0|2|2|15|284
15|500|0|0|0|1|1|15|285
30|500|0|0|0|2|2|15|285
15|500|0|0|0|1|1|15|286
30|500|0|0|0|2|2|15|286
15|500|0|0|0|1|1|15|287
30|500|0|0|0|2|2|15|287
15|500|0|0|0|1|1|15|288
30|500|0|0|0|2|2|15|288
15|500|0|0|0|1|1|15|289
30|500|0|0|0|2|2|15|289
15|500|0|0|0|1|1|15|290
30|500|0|0|0|2|2|15|290
15|500|0|0|0|1|1|15|291
30|500|0|0|0|2|2|15|291
15|500|0|0|0|1|1|15|292
30|500|0|0|0|2|2|15|292
15|500|0|0|0|1|1|15|293
30|500|0|0|0|2|2|15|293
15|500|0|0|0|1|1|15|294
30|500|0|0|0|2|2|15|294
15|500|0|0|0|1|1|15|295
30|500|0|0|0|2|2|15|295
15|500|0|0|0|1|1|15|296
30|500|0|0|0|2|2|15|296
15|500|0|0|0|1|1|15|297
30|500|0|0|0|2|2|15|297
15|500|0|0|0|1|1|15|298
30|500|0|0|0|2|2|15|298
15|500|0|0|0|1|1|15|299
30|500|0|0|0|2|2|15|299
15|500|0|0|0|1|1|15|300
30|500|0|0|0|2|2|15|300
15|500|0|0|0|1|1|15|301
30|500|0|0|0|2|2|15|301
15|500|0|0|0|1|1|15|302
30|500|0|0|0|2|2|15|302
15|500|0|0|0|1|1|15|303
30|500|0|0|0|2|2|15|303
15|500|0|0|0|1|1|15|304
30|500|0|0|0|2|2|15|304
15|500|0|0|0|1|1|15|305
30|500|0|0|0|2|2|15|305
15|500|0|0|0|1|1|15|306
30|500|0|0|0|2|2|15|306
15|500|0|0|0|1|1|15|307
30|500|0|0|0|2|2|15|307
15|500|0|0|0|1|1|15|308
30|500|0|0|0|2|2|15|308
15|500|0|0|0|1|1|15|309
30|500|0|0|0|2|2|15|309
15|500|0|0|0|1|1|15|310
30|500|0|0|0|2|2|15|310
15|500|0|0|0|1|1|15|311
30|500|0|0|0|2|2|15|311
15|500|0|0|0|1|1|15|312
30|500|0|0|0|2|2|15|312
15|500|0|0|0|1|1|15|313
30|500|0|0|0|2|2|15|313
15|500|0|0|0|1|1|15|314
30|500|0|0|0|2|2|15|314
15|500|0|0|0|1|1|15|315
30|500|0|0|0|2|2|15|315
15|500|0|0|0|1|1|15|316
30|500|0|0|0|2|2|15|316
15|500|0|0|0|1|1|15|317
30|500|0|0|0|2|2|15|317
15|500|0|0|0|1|1|15|318
30|500|0|0|0|2|2|15|318
15|500|0|0|0|1|1|15|319
30|500|0|0|0|2|2|15|319
15|500|0|0|0|1|1|15|320
30|500|0|0|0|2|2|15|320
15|500|0|0|0|1|1|15|321
30|500|0|0|0|2|2|15|321
15|500|0|0|0|1|1|15|322
30|500|0|0|0|2|2|15|322
15|500|0|0|0|1|1|15|323
30|500|0|0|0|2|2|15|323
15|500|0|0|0|1|1|15|324
30|500|0|0|0|2|2|15|324
15|500|0|0|0|1|1|15|325
30|500|0|0|0|2|2|15|325
15|500|0|0|0|1|1|15|326
30|500|0|0|0|2|2|15|326
15|500|0|0|0|1|1|15|327
30|500|0|0|0|2|2|15|327
15|500|0|0|0|1|1|15|328
30|500|0|0|0|2|2|15|328
15|500|0|0|0|1|1|15|329
30|500|0|0|0|2|2|15|329
15|500|0|0|0|1|1|15|330
30|500|0|0|0|2|2|15|330
15|500|0|0|0|1|1|15|331
30|500|0|0|0|2|2|15|331
15|500|0|0|0|1|1|15|332
30|500|0|0|0|2|2|15|332
15|500|0|0|0|1|1|15|333
30|500|0|0|0|2|2|15|333
15|500|0|0|0|1|1|15|334
30|500|0|0|0|2|2|15|334
15|500|0|0|0|1|1|15|335
30|500|0|0|0|2|2|15|335
15|500|0|0|0|1|1|15|336
30|500|0|0|0|2|2|15|336
15|500|0|0|0|1|1|15|337
30|500|0|0|0|2|2|15|337
15|500|0|0|0|1|1|15|338
30|500|0|0|0|2|2|15|338
15|500|0|0|0|1|1|15|339
30|500|0|0|0|2|2|15|339
15|500|0|0|0|1|1|15|340
30|500|0|0|0|2|2|15|340
15|500|0|0|0|1|1|15|341
30|500|0|0|0|2|2|15|341
15|500|0|0|0|1|1|15|342
30|500|0|0|0|2|2|15|342
15|500|0|0|0|1|1|15|343
30|500|0|0|0|2|2|15|343
15|500|0|0|0|1|1|15|344
30|500|0|0|0|2|2|15|344
15|500|0|0|0|1|1|15|345
30|500|0|0|0|2|2|15|345
15|500|0|0|0|1|1|15|346
30|500|0|0|0|2|2|15|346
15|500|0|0|0|1|1|15|347
30|500|0|0|0|2|2|15|347
15|500|0|0|0|1|1|15|348
30|500|0|0|0|2|2|15|348
15|500|0|0|0|1|1|15|349
30|500|0|0|0|2|2|15|349
15|500|0|0|0|1|1|15|350
30|500|0|0|0|2|2|15|350
15|500|0|0|0|1|1|15|351
30|500|0|0|0|2|2|15|351
15|500|0|0|0|1|1|15|352
30|500|0|0|0|2|2|15|352
15|500|0|0|0|1|1|15|353
30|500|0|0|0|2|2|15|353
15|500|0|0|0|1|1|15|354
30|500|0|0|0|2|2|15|354
15|500|0|0|0|1|1|15|355
30|500|0|0|0|2|2|15|355
15|500|0|0|0|1|1|15|356
30|500|0|0|0|2|2|15|356
15|500|0|0|0|1|1|15|357
30|500|0|0|0|2|2|15|357
15|500|0|0|0|1|1|15|358
30|500|0|0|0|2|2|15|358
15|500|0|0|0|1|1|15|359
30|500|0|0|0|2|2|15|359
15|500|0|0|0|1|1|15|360
30|500|0|0|0|2|2|15|360
15|500|0|0|0|1|1|15|361
30|500|0|0|0|2|2|15|361
15|500|0|0|0|1|1|15|362
30|500|0|0|0|2|2|15|362
15|500|0|0|0|1|1|15|363
30|500|0|0|0|2|2|15|363
15|500|0|0|0|1|1|15|364
30|500|0|0|0|2|2|15|364
15|500|0|0|0|1|1|15|365
30|500|0|0|0|2|2|15|365
15|500|0|0|0|1|1|15|366
30|500|0|0|0|2|2|15|366
15|500|0|0|0|1|1|15|367
30|500|0|0|0|2|2|15|367
15|500|0|0|0|1|1|15|368
30|500|0|0|0|2|2|15|368
15|500|0|0|0|1|1|15|369
30|500|0|0|0|2|2|15|369
15|500|0|0|0|1|1|15|370
30|500|0|0|0|2|2|15|370
15|500|0|0|0|1|1|15|371
30|500|0|0|0|2|2|15|371
15|500|0|0|0|1|1|15|372
30|500|0|0|0|2|2|15|372
15|500|0|0|0|1|1|15|373
30|500|0|0|0|2|2|15|373
15|500|0|0|0|1|1|15|374
30|500|0|0|0|2|2|15|374
15|500|0|0|0|1|1|15|375
30|500|0|0|0|2|2|15|375
15|500|0|0|0|1|1|15|376
30|500|0|0|0|2|2|15|376
15|500|0|0|0|1|1|15|377
30|500|0|0|0|2|2|15|377
15|500|0|0|0|1|1|15|378
30|500|0|0|0|2|2|15|378
15|500|0|0|0|1|1|15|379
30|500|0|0|0|2|2|15|379
15|500|0|0|0|1|1|15|380
30|500|0|0|0|2|2|15|380
15|500|0|0|0|1|1|15|381
30|500|0|0|0|2|2|15|381
15|500|0|0|0|1|1|15|382
30|500|0|0|0|2|2|15|382
15|500|0|0|0|1|1|15|383
30|500|0|0|0|2|2|15|383
15|500|0|0|0|1|1|15|384
30|500|0|0|0|2|2|15|384
15|500|0|0|0|1|1|15|385
30|500|0|0|0|2|2|15|385
15|500|0|0|0|1|1|15|386
30|500|0|0|0|2|2|15|386
15|500|0|0|0|1|1|15|387
30|500|0|0|0|2|2|15|387
